Potential,Value,ShortPassing,Dribbling,Curve,LongPassing,BallControl,Reactions,ShotPower,LongShots,Vision,Composure
-0.06382978723404253,-0.9881856540084388,0.31506849315068486,0.2289156626506026,0.03614457831325302,0.29729729729729737,0.21126760563380298,-0.09333333333333327,0.1358024691358024,0.012048192771084487,0.2682926829268293,0.027027027027026973
-0.14893617021276606,-1.0,0.12328767123287676,0.08433734939759052,-0.20481927710843362,-0.10810810810810811,0.18309859154929597,0.09333333333333349,0.5308641975308641,0.1325301204819278,0.19512195121951215,0.054054054054053946
0.2340425531914896,-0.8565400843881856,0.4794520547945207,0.566265060240964,0.7349397590361446,0.45945945945945943,0.5211267605633805,0.41333333333333333,0.3580246913580247,0.6144578313253013,0.5853658536585367,0.32432432432432434
-0.02127659574468055,-0.9843881856540084,0.09589041095890405,0.012048192771084487,-0.15662650602409633,-0.027027027027026973,-0.07042253521126751,0.19999999999999996,-0.4814814814814815,-0.06024096385542155,-0.29268292682926833,0.21621621621621623
0.27659574468085113,-0.8227848101265822,0.42465753424657526,0.5180722891566267,0.6144578313253013,0.21621621621621623,0.5211267605633805,0.41333333333333333,0.6790123456790125,0.5903614457831328,0.46341463414634143,0.32432432432432434
0.10638297872340452,-0.9971308016877637,-0.34246575342465757,-0.2530120481927709,-0.44578313253012036,-0.45945945945945943,-0.49295774647887325,-0.14666666666666672,-0.3580246913580247,-0.4216867469879517,-0.5121951219512195,-0.21621621621621623
-0.14893617021276606,-0.9873417721518988,0.15068493150684925,-0.03614457831325302,-0.2530120481927709,0.10810810810810811,0.04225352112676073,0.2266666666666668,0.06172839506172845,0.06024096385542177,0.14634146341463405,0.16216216216216206
-0.23404255319148914,-0.9924050632911392,-0.12328767123287676,0.08433734939759052,-0.4698795180722891,-0.08108108108108114,0.04225352112676073,0.19999999999999996,-0.03703703703703698,-0.37349397590361433,-0.3170731707317074,0.027027027027026973
0.021276595744680993,-0.9852320675105485,0.15068493150684925,0.3012048192771086,0.1325301204819278,0.0,0.12676056338028174,0.040000000000000036,-0.012345679012345734,-0.13253012048192758,0.14634146341463405,-0.16216216216216228
-0.10638297872340408,-1.0,-0.28767123287671237,-0.012048192771084265,-0.18072289156626486,-0.5135135135135136,-0.18309859154929575,-0.06666666666666665,0.18518518518518512,0.06024096385542177,-0.04878048780487809,-0.21621621621621623
0.021276595744680993,-0.9729957805907173,0.23287671232876717,0.32530120481927716,0.3975903614457832,-0.054054054054053946,0.23943661971830998,0.3866666666666667,0.23456790123456783,0.2289156626506026,0.19512195121951215,0.32432432432432434
0.2340425531914896,-0.8481012658227848,0.6164383561643834,0.63855421686747,0.5421686746987953,0.4864864864864864,0.46478873239436647,0.41333333333333333,0.7530864197530864,0.42168674698795194,0.4390243902439024,0.43243243243243246
0.021276595744680993,-0.9780590717299578,0.39726027397260255,0.3975903614457832,0.03614457831325302,0.2432432432432432,0.352112676056338,0.28,0.4320987654320987,0.5421686746987953,0.5121951219512195,0.0
